SQ_CANDIDATO,ANO_ELEICAO,SG_UE,NM_UE,CD_CARGO,DS_CARGO,SQ_CANDIDATO,NM_CANDIDATO,QT_VOTOS_NOMINAIS
210000729113,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729113,AILTON SOARES MORAES,8
210000729113,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729113,AILTON SOARES MORAES,12
210000729113,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729113,AILTON SOARES MORAES,13
210000729113,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729113,AILTON SOARES MORAES,8
210000729113,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729113,AILTON SOARES MORAES,26
210000729113,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729113,AILTON SOARES MORAES,29
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,106
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,96
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,41
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,13
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,24
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,30
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,9
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,25
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,51
210000729109,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729109,MARIANA DIVERIO KRUSE,8
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,242
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,396
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,212
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,205
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,229
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,364
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,252
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,355
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,179
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729119,PABLO FRAGA MENDES RIBEIRO,322
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,13
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,23
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,17
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,17
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,90
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,57
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,20
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,17
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,13
210000729108,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729108,MARCOS ANTÔNIO MARTINS PINTO,90
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,38
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,394
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,34
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,30
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,34
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,337
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,65
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,24
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,46
210000729117,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729117,JACOB LEONARDO LUNARDI BAUMGARTNER,78
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,19
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,15
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,29
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,17
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,15
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,48
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,52
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,38
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,54
210000729114,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729114,ANGELA MEDEIROS DOS SANTOS NUNES,22
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,48
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,134
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,63
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,37
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,83
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,84
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,116
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,72
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,110
210000729122,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729122,PAULO EDUARDO NUNES MEIRA,36
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,14
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,17
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,18
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,68
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,9
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,39
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,22
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,23
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,18
210000729107,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729107,LESIANE DOS SANTOS MORATO,14
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,6
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,0
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,0
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,35
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,1
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,49
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,0
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,4
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,8
210000729125,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729125,VICENTE DOS SANTOS,1
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,131
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,267
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,464
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,775
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,290
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,258
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,349
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,192
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,243
210000729124,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729124,REGINALDO DA LUZ PUJOL,221
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,48
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,83
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,16
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,65
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,48
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,71
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,118
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,50
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,34
210000729116,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729116,GUILHERME BENEDETTO TODESCHINI,72
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,3
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,1
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,1
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,0
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,2
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,1
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,2
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,5
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,1
210000729110,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729110,OLAVO SOARES RIBEIRO FILHO,4
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,3
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,122
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,26
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,11
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,10
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,29
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,19
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,13
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,8
210000729115,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729115,ELENICE SOUZA MAIOCCHI,48
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,6
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,1
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,4
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,0
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,1
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,10
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,8
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,0
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,8
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729118,LUIS FERNANDO DE ANDRADE,1
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,11
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,31
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,3
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,11
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,16
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,1
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,7
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,0
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,7
210000729112,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729112,RODRIGO ALVES SCARSI,0
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,53
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,27
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,39
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,22
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,19
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,18
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,29
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,45
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,25
210000729111,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729111,SANDRO AURELIO DOS SANTOS WINK,22
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,4
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,3
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,8
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,3
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,6
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,10
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,2
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,23
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,7
210000729120,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729120,NELSON DA SILVA,18
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,62
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,108
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,101
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,93
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,152
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,132
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,72
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,69
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,55
210000729126,2020,88013,PORTO ALEGRE,13,VEREADOR,210000729126,NELCIR REIMUNDO TESSARO,110
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,387
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,324
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,132
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,198
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,158
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,142
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,371
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,286
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,250
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,210000766219,MARIA DE LOURDES DOS SANTOS SPRENGER,274
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,60
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,35
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,47
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,103
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,25
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,153
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,40
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,28
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,40
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668047,WILLY ADOLFO SCHNEIDER,98
210000668060,2020,88013,PORTO ALEGRE,13,VEREADOR,210000668060,TAMI TEIXEIRA ASO,124
