SQ_CANDIDATO,ANO_ELEICAO,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_COR_RACA,DS_COR_RACA
210000024130,2016,88013,PORTO ALEGRE,13,VEREADOR,LUCIANO BRASILIENSE MARCANTÔNIO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016327,2016,88013,PORTO ALEGRE,13,VEREADOR,DIEGO SILVA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024134,2016,88013,PORTO ALEGRE,13,VEREADOR,SILVIA BECHER,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000016299,2016,88013,PORTO ALEGRE,13,VEREADOR,ELIZABETH CORBETTA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000024679,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCOS FELIPI HADDAD DE MENEZES GARCIA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000010485,2016,88013,PORTO ALEGRE,13,VEREADOR,THAIS MARIA FERREIRA SAMPAIO,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000030793,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS AUGUSTO DA TRINDADE ANTUNES,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000017030,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIA JOSE SILVA DA SILVA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000030584,2016,88013,PORTO ALEGRE,13,VEREADOR,VERA LUCIA SANTOS DE OLIVEIRA,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000030559,2016,88013,PORTO ALEGRE,13,VEREADOR,AMANDA REHM SIMÕES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024661,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO CESAR FRANQUILIN PEREIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000017038,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ PAULO DA SILVA GONÇALVES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000010479,2016,88013,PORTO ALEGRE,13,VEREADOR,LIDIONEI DA ROSA SANTOS,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000016344,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIA LUIZA GONÇALVES NEVES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000030575,2016,88013,PORTO ALEGRE,13,VEREADOR,HILDEGARD ELISABET REICHERT,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000004099,2016,88013,PORTO ALEGRE,13,VEREADOR,RUBEM SANDRO MORAES SCHUTZ,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024172,2016,88013,PORTO ALEGRE,13,VEREADOR,CASSIO DE JESUS TROGILDO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000027917,2016,88013,PORTO ALEGRE,13,VEREADOR,JUAREZ ANTONIO LACERDA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000030590,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ALBERTO SANTOS DA SILVA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,PARDA
210000024657,2016,88013,PORTO ALEGRE,13,VEREADOR,EVERTON CAETANO RICHROT,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000030583,2016,88013,PORTO ALEGRE,13,VEREADOR,SEBASTIANA SUELI OLSON,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000030599,2016,88013,PORTO ALEGRE,13,VEREADOR,DIEGO DA COSTA DOS SANTOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000030558,2016,88013,PORTO ALEGRE,13,VEREADOR,JOAO REUS DA SILVA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000023956,2016,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS DAMBRÓZ ESCOBAR,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000023978,2016,88013,PORTO ALEGRE,13,VEREADOR,ADROALDO RODRIGUES,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000027906,2016,88013,PORTO ALEGRE,13,VEREADOR,ADALCIR BRUBACHER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000022231,2016,88013,PORTO ALEGRE,13,VEREADOR,NEI BICA JUNQUEIRA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000030810,2016,88013,PORTO ALEGRE,13,VEREADOR,LEANDRO DE SOUZA PENTEADO,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000017034,2016,88013,PORTO ALEGRE,13,VEREADOR,ROSANA METRANGOLO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000010484,2016,88013,PORTO ALEGRE,13,VEREADOR,PEDRO LEONARDO DA LUZ LOSS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024135,2016,88013,PORTO ALEGRE,13,VEREADOR,ROBERTO DIMARI RODRIGUES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000023939,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTÔNIA ELISABETH POETA KROB,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000023946,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIANA DIVERIO KRUSE,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000024669,2016,88013,PORTO ALEGRE,13,VEREADOR,GERSON CAPUANO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000023945,2016,88013,PORTO ALEGRE,13,VEREADOR,GERUZA PEIXOTO PRIEB,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000022234,2016,88013,PORTO ALEGRE,13,VEREADOR,TAMARA DOS SANTOS ABREU FELIX OLIVEIRA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000006949,2016,88013,PORTO ALEGRE,13,VEREADOR,HENRIQUE CEZAR PAZ WITTLER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016346,2016,88013,PORTO ALEGRE,13,VEREADOR,MÁRCIO FERREIRA BINS ELY,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016337,2016,88013,PORTO ALEGRE,13,VEREADOR,EDUARDO SOARES DA ROSA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024693,2016,88013,PORTO ALEGRE,13,VEREADOR,VILMAR MATOS MOREIRA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000021080,2016,88013,PORTO ALEGRE,13,VEREADOR,CLAUDINEI DOS SANTOS,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000030801,2016,88013,PORTO ALEGRE,13,VEREADOR,LARISSA DE MORAES RAMOS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000021046,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE TARCISO DE SOUSA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,2,PRETA
210000021087,2016,88013,PORTO ALEGRE,13,VEREADOR,BERNADETE TEIXEIRA VIDAL,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000010506,2016,88013,PORTO ALEGRE,13,VEREADOR,LEANDRO DA SILVA ALANO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000024660,2016,88013,PORTO ALEGRE,13,VEREADOR,GEORGE ANDRE CUNHA MAIA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000032766,2016,88013,PORTO ALEGRE,13,VEREADOR,EDEGAR CARLOS DUCATTI,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000022248,2016,88013,PORTO ALEGRE,13,VEREADOR,MARILENE VITORIA DORNELES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000023932,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO CESAR DA SILVA DINIZ,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,2,PRETA
210000022211,2016,88013,PORTO ALEGRE,13,VEREADOR,COPINARE ACOSTA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024663,2016,88013,PORTO ALEGRE,13,VEREADOR,TAIS SOLANGE SILVA PEIXOTO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000030592,2016,88013,PORTO ALEGRE,13,VEREADOR,NATANAEL PERES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000024139,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO GONÇALVES,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000030573,2016,88013,PORTO ALEGRE,13,VEREADOR,WALMOR FERNANDES MAIA JUNIOR,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000024136,2016,88013,PORTO ALEGRE,13,VEREADOR,ANDERSON ALBERTO MARTINS OTT,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA
210000023984,2016,88013,PORTO ALEGRE,13,VEREADOR,FERNANDA MACHADO INÁCIO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000016325,2016,88013,PORTO ALEGRE,13,VEREADOR,REGINA MARQUES CRUZ,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000022251,2016,88013,PORTO ALEGRE,13,VEREADOR,ARMANDO MACÁRIO ABEL,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000021057,2016,88013,PORTO ALEGRE,13,VEREADOR,LUANA FAGUNDES RODRIGUES,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000022204,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE JULIO FARIAS DA SILVA,2,MASCULINO,7,SUPERIOR INCOMPLETO,2,PRETA
210000023955,2016,88013,PORTO ALEGRE,13,VEREADOR,CÉSAR AUGUSTO DAY,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000004096,2016,88013,PORTO ALEGRE,13,VEREADOR,JUSSARA ROSA CONY,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000027912,2016,88013,PORTO ALEGRE,13,VEREADOR,CARLOS RONALDO FORMOSO PIRES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000021052,2016,88013,PORTO ALEGRE,13,VEREADOR,VALDEMAR LOPES BORGES,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000024694,2016,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS GENTIL DOS SANTOS CAURIO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024700,2016,88013,PORTO ALEGRE,13,VEREADOR,EVANIR FATIMA FISCHER,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024673,2016,88013,PORTO ALEGRE,13,VEREADOR,SIBRAIM RODRIGUES DOS SANTOS,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA
210000030791,2016,88013,PORTO ALEGRE,13,VEREADOR,ADRIANA BIACCHI DA SILVA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000030807,2016,88013,PORTO ALEGRE,13,VEREADOR,WALMOCIR SILVA REIS,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000031066,2016,88013,PORTO ALEGRE,13,VEREADOR,PAULO RICARDO CARVALHO IBANES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000010503,2016,88013,PORTO ALEGRE,13,VEREADOR,MARCELO PEREIRA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000006957,2016,88013,PORTO ALEGRE,13,VEREADOR,LUDIMILLA ALVES FAGUNDES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000022213,2016,88013,PORTO ALEGRE,13,VEREADOR,NELSON TERRES NAIBERT,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016310,2016,88013,PORTO ALEGRE,13,VEREADOR,PABLO SEBASTIAN ANDRADE DE MELO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000016338,2016,88013,PORTO ALEGRE,13,VEREADOR,FELIPE SOUZA GASPAR SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016348,2016,88013,PORTO ALEGRE,13,VEREADOR,ROSIMERI ANA CHAVES SCIMCZAK MEDEIROS,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000030552,2016,88013,PORTO ALEGRE,13,VEREADOR,ANDREIA MARIA TEIXEIRA GREZZANA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000022212,2016,88013,PORTO ALEGRE,13,VEREADOR,DILVANIA ANGELA TEIXEIRA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000030794,2016,88013,PORTO ALEGRE,13,VEREADOR,DOUGLAS CHAMBERLAIN SCHENATO,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210000010470,2016,88013,PORTO ALEGRE,13,VEREADOR,BERNARDO LUCERO DE CARLI,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000025580,2016,88013,PORTO ALEGRE,13,VEREADOR,ANA CRISTINA BUHLER,4,FEMININO,2,LÊ E ESCREVE,1,BRANCA
210000006954,2016,88013,PORTO ALEGRE,13,VEREADOR,LEANDRO FRANKE GONÇALVES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000009224,2016,88013,PORTO ALEGRE,13,VEREADOR,LINO LOPES ZINN,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024157,2016,88013,PORTO ALEGRE,13,VEREADOR,JORGE LUIS DA SILVEIRA PASTORINI,2,MASCULINO,2,LÊ E ESCREVE,1,BRANCA
210000016312,2016,88013,PORTO ALEGRE,13,VEREADOR,VALTER LUIS DA COSTA NAGELSTEIN,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000006950,2016,88013,PORTO ALEGRE,13,VEREADOR,HERMES ROBERTO ARAUJO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000023936,2016,88013,PORTO ALEGRE,13,VEREADOR,ROSMARI CABREIRA DA ROSA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000023967,2016,88013,PORTO ALEGRE,13,VEREADOR,JORGE LUIZ CUTY DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000017043,2016,88013,PORTO ALEGRE,13,VEREADOR,DENECI FERREIRA CARDOSO,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000022226,2016,88013,PORTO ALEGRE,13,VEREADOR,FRED MUNIZ DE LIMA SOUZA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000006963,2016,88013,PORTO ALEGRE,13,VEREADOR,NATHALIA BITTENCURT DOS SANTOS,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000023938,2016,88013,PORTO ALEGRE,13,VEREADOR,FERNANDA DA CUNHA BARTH,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000009219,2016,88013,PORTO ALEGRE,13,VEREADOR,RAQUELI BAUMBACH,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000022208,2016,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO CARLOS DAMASCENO LIMA,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000004081,2016,88013,PORTO ALEGRE,13,VEREADOR,VERA LÚCIA OLIVEIRA FERREIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000023966,2016,88013,PORTO ALEGRE,13,VEREADOR,JOSE FRANCISCO ALVIGGI CIMIRRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000021086,2016,88013,PORTO ALEGRE,13,VEREADOR,ELZA TEREZINHA DALLA LANA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000030556,2016,88013,PORTO ALEGRE,13,VEREADOR,LEANDRO LIMA DA SILVA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000022240,2016,88013,PORTO ALEGRE,13,VEREADOR,FABIO LUCIANO DE MELO ABREU,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,PARDA
210000010487,2016,88013,PORTO ALEGRE,13,VEREADOR,SAMIR SANCHES SQUEFF,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000024696,2016,88013,PORTO ALEGRE,13,VEREADOR,WILSON CHAVES FILHO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024713,2016,88013,PORTO ALEGRE,13,VEREADOR,CLAUDIO DENILSON BARBOSA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000024128,2016,88013,PORTO ALEGRE,13,VEREADOR,HUMBERTO CIULLA GOULART,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000023962,2016,88013,PORTO ALEGRE,13,VEREADOR,HENDEL SOBROSA MACHADO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000024704,2016,88013,PORTO ALEGRE,13,VEREADOR,ELIELZA MASSULO DE ARAUJO BARROSO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000023959,2016,88013,PORTO ALEGRE,13,VEREADOR,ALDOIR MACHADO BORGES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000030581,2016,88013,PORTO ALEGRE,13,VEREADOR,NOELI CARDOSO DE MATTOS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000010468,2016,88013,PORTO ALEGRE,13,VEREADOR,ANGELO RENATO HAAG DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000016335,2016,88013,PORTO ALEGRE,13,VEREADOR,CIDIA FABIANE CORREA DOS SANTOS,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000024684,2016,88013,PORTO ALEGRE,13,VEREADOR,DALVA DE MOURA VARGAS,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,2,PRETA
210000004091,2016,88013,PORTO ALEGRE,13,VEREADOR,PEDRO DA HORA DIAS,2,MASCULINO,8,SUPERIOR COMPLETO,5,INDÍGENA
210000016333,2016,88013,PORTO ALEGRE,13,VEREADOR,CESAR RODRIGUES RIBEIRO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000011191,2016,88013,PORTO ALEGRE,11,PREFEITO,SEBASTIÃO DE ARAUJO MELO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000031064,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIA DA GLORIA DA SILVA SANTOS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000004094,2016,88013,PORTO ALEGRE,13,VEREADOR,TICIANA DE OLIVEIRA ALVARES,4,FEMININO,8,SUPERIOR COMPLETO,3,PARDA
210000009225,2016,88013,PORTO ALEGRE,13,VEREADOR,MARIUS SEGUNDO EIFLER QUIROZ,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
