SQ_CANDIDATO,ANO_ELEICAO,SG_UE,NM_UE,CD_CARGO,DS_CARGO,NM_CANDIDATO,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_COR_RACA,DS_COR_RACA
210000729362,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO RICARDO DA SILVA SCHUSTER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000845655,2020,88013,PORTO ALEGRE,13,VEREADOR,LEONEL GUTERRES RADDE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000729363,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ RENATO SEVERO TAMARA,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000636260,2020,88013,PORTO ALEGRE,13,VEREADOR,NEREU LOPES DA ROSA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000845653,2020,88013,PORTO ALEGRE,13,VEREADOR,JAIRO MENEGAZ,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000668060,2020,88013,PORTO ALEGRE,13,VEREADOR,TAMI TEIXEIRA ASO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001052282,2020,88013,PORTO ALEGRE,13,VEREADOR,IZOLDA DE MATOS GIRAUDO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001055964,2020,88013,PORTO ALEGRE,13,VEREADOR,VOLNEI PEREIRA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210001055975,2020,88013,PORTO ALEGRE,13,VEREADOR,ALESSANDRA RODRIGUES CAMARGO POSTAL,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001055983,2020,88013,PORTO ALEGRE,13,VEREADOR,ROBERTO MARRONE,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000766213,2020,88013,PORTO ALEGRE,13,VEREADOR,ALCEU OLIVEIRA DA ROSA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,3,PARDA
210001250408,2020,88013,PORTO ALEGRE,13,VEREADOR,LUIZ JACOMINI RIGHI FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766230,2020,88013,PORTO ALEGRE,13,VEREADOR,MÔNICA FABIANA SOARES RISPOLI,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000981661,2020,88013,PORTO ALEGRE,13,VEREADOR,HÉLIO CUSTÓDIO COSTA DA SILVA,2,MASCULINO,5,ENSINO MÉDIO INCOMPLETO,3,PARDA
210000960999,2020,88013,PORTO ALEGRE,13,VEREADOR,CHARLES AUGUSTO FRANCO DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766248,2020,88013,PORTO ALEGRE,13,VEREADOR,LUCIANO FRITSCH PEIXOTO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000766233,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ VENDRUSCOLLO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000683449,2020,88013,PORTO ALEGRE,13,VEREADOR,RODRIGO HEHN,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001183574,2020,88013,PORTO ALEGRE,13,VEREADOR,CARMEN ZOLEIKE FLORES INACIO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000668384,2020,88013,PORTO ALEGRE,13,VEREADOR,TIRZA GABRIELA DRUMOND FERREIRA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000683415,2020,88013,PORTO ALEGRE,13,VEREADOR,DILCE ABGAIL RODRIGUES PEREIRA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000683427,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE GUILHERME NACUL MOOJEN FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001052265,2020,88013,PORTO ALEGRE,13,VEREADOR,JANIO MEDEIROS JUNIOR,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,PARDA
210000729372,2020,88013,PORTO ALEGRE,13,VEREADOR,CRISTIAN JOSE DE LIMA GALVÃO,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000636255,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA ANGÉLICA QUEIROZ RODRIGUES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000729384,2020,88013,PORTO ALEGRE,13,VEREADOR,GEOVANE RODRIGUES,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000841556,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA ELISABETE DE OLIVEIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000652181,2020,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ALEXSANDRO BITENCOURT DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000729054,2020,88013,PORTO ALEGRE,13,VEREADOR,MARCO ANTÔNIO DE LIMA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000729044,2020,88013,PORTO ALEGRE,13,VEREADOR,VOLNEI DA SILVA ALVES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001250402,2020,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS GEIGER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001250385,2020,88013,PORTO ALEGRE,13,VEREADOR,JOEL SOUZA DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001055968,2020,88013,PORTO ALEGRE,13,VEREADOR,CLÁUDIA VIEIRA DE ARAÚJO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000668047,2020,88013,PORTO ALEGRE,13,VEREADOR,WILLY ADOLFO SCHNEIDER,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000763471,2020,88013,PORTO ALEGRE,13,VEREADOR,MARILIA ALVES FIDELL,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000652197,2020,88013,PORTO ALEGRE,13,VEREADOR,ANDERSON NARCISO FERREIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000652176,2020,88013,PORTO ALEGRE,13,VEREADOR,HAMILTON GARCIA LEITE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000636265,2020,88013,PORTO ALEGRE,13,VEREADOR,BERNARDO HENRIQUE GAZZONI DEGRAZIA HOWES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000981655,2020,88013,PORTO ALEGRE,13,VEREADOR,SOLANGE KERKHOFF,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000763456,2020,88013,PORTO ALEGRE,13,VEREADOR,MAURICIO CAETANO MELO DE AGUIAR,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766209,2020,88013,PORTO ALEGRE,13,VEREADOR,LEONARDO CRAVO BERLESE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001183581,2020,88013,PORTO ALEGRE,13,VEREADOR,CLEONICE DELGADO PENHA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000845661,2020,88013,PORTO ALEGRE,13,VEREADOR,LIGIA ARACY D ELIA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000683426,2020,88013,PORTO ALEGRE,13,VEREADOR,FLÁVIO BRECHER MÜLLER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000683436,2020,88013,PORTO ALEGRE,13,VEREADOR,GIOVANI CULAU OLIVEIRA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000729364,2020,88013,PORTO ALEGRE,13,VEREADOR,SEZEFREDO DA SILVA CORDEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000683435,2020,88013,PORTO ALEGRE,13,VEREADOR,GIOVANA BECKER MORAIS,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210000729342,2020,88013,PORTO ALEGRE,13,VEREADOR,ADRIANA PRADO DA ROCHA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000962332,2020,88013,PORTO ALEGRE,13,VEREADOR,FERNANDA DA CUNHA BARTH,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000962347,2020,88013,PORTO ALEGRE,13,VEREADOR,HELEN CELIA MOTA GONÇALVES,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001052238,2020,88013,PORTO ALEGRE,13,VEREADOR,GILSOMAR DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000981086,2020,88013,PORTO ALEGRE,13,VEREADOR,FLÁVIO VALENTE DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000728297,2020,88013,PORTO ALEGRE,13,VEREADOR,EMERSON CHAVES DOS SANTOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000729118,2020,88013,PORTO ALEGRE,13,VEREADOR,LUIS FERNANDO DE ANDRADE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766219,2020,88013,PORTO ALEGRE,13,VEREADOR,MARIA DE LOURDES DOS SANTOS SPRENGER,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001052240,2020,88013,PORTO ALEGRE,13,VEREADOR,LAIRA TERESINHA CORREA SEUS,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000962665,2020,88013,PORTO ALEGRE,13,VEREADOR,GISELE DE CASSIA FLECK,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000961023,2020,88013,PORTO ALEGRE,13,VEREADOR,VINICIUS MONTAG LUZ,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001052271,2020,88013,PORTO ALEGRE,13,VEREADOR,MARCIO DAL BELLO DE MENEZES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001052247,2020,88013,PORTO ALEGRE,13,VEREADOR,MIRIAM DE OLIVEIRA DORNELLES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000766222,2020,88013,PORTO ALEGRE,13,VEREADOR,NELSON BERON CARVALHO FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000981113,2020,88013,PORTO ALEGRE,13,VEREADOR,ALTAMIR JOSÉ BRAZEIRO,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,BRANCA
210001261615,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSE LUIS RODRIGUES DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000652190,2020,88013,PORTO ALEGRE,13,VEREADOR,MATHEUS PEREIRA GOMES,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000962677,2020,88013,PORTO ALEGRE,13,VEREADOR,GILDO CABRAL LEMOS,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210001052269,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO RICARDO MACHADO DE MELLO JUNIOR,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210001250394,2020,88013,PORTO ALEGRE,13,VEREADOR,DALVA DE MOURA VARGAS,4,FEMININO,5,ENSINO MÉDIO INCOMPLETO,2,PRETA
210001250396,2020,88013,PORTO ALEGRE,13,VEREADOR,LUCIANE SOARES XAVIER,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000845665,2020,88013,PORTO ALEGRE,13,VEREADOR,LIDIONEI DA ROSA SANTOS,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000845677,2020,88013,PORTO ALEGRE,13,VEREADOR,VALMIR FERREIRA MARTINS,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000729357,2020,88013,PORTO ALEGRE,13,VEREADOR,PEDRO SERGIO CORREA DA SILVA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000728283,2020,88013,PORTO ALEGRE,13,VEREADOR,CLARICE JULIETA ILARIA RAMOS,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000845652,2020,88013,PORTO ALEGRE,13,VEREADOR,REGINETE SOUZA BISPO,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000962666,2020,88013,PORTO ALEGRE,13,VEREADOR,ANA FLÁVIA DA SILVA CASTRO,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000766217,2020,88013,PORTO ALEGRE,13,VEREADOR,ANTONIO CARLOS MORAES DUARTE,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000766220,2020,88013,PORTO ALEGRE,13,VEREADOR,OTALÍCIO JÚNIOR DA ROSA NUNES,2,MASCULINO,8,SUPERIOR COMPLETO,2,PRETA
210000668382,2020,88013,PORTO ALEGRE,11,PREFEITO,SEBASTIÃO DE ARAÚJO MELO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001189949,2020,88013,PORTO ALEGRE,11,PREFEITO,JULIANA BRIZOLA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000683405,2020,88013,PORTO ALEGRE,13,VEREADOR,MATHEUS BECKER DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000845663,2020,88013,PORTO ALEGRE,13,VEREADOR,DELAINE DE OLIVEIRA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,2,PRETA
210000841546,2020,88013,PORTO ALEGRE,13,VEREADOR,SUELMI PINTO OLIVEIRA DA ROSA,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000841544,2020,88013,PORTO ALEGRE,13,VEREADOR,ROSANE TEREZINHA DOS SANTOS,4,FEMININO,8,SUPERIOR COMPLETO,2,PRETA
210000981678,2020,88013,PORTO ALEGRE,13,VEREADOR,JORGE IZAR COSTA FONTELA,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA
210000845662,2020,88013,PORTO ALEGRE,13,VEREADOR,ALBERTO DOS SANTOS FAGUNDES,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,PARDA
210001055994,2020,88013,PORTO ALEGRE,13,VEREADOR,MICHEL HEPP RIBEIRO SANCHEZ,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000652193,2020,88013,PORTO ALEGRE,13,VEREADOR,ALEXSANDER FRAGA DA SILVA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001055959,2020,88013,PORTO ALEGRE,13,VEREADOR,ULISSES RODRIGUES DE MATOS JÚNIOR,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001055962,2020,88013,PORTO ALEGRE,13,VEREADOR,MÁRCIA ROSANE JUPPEN FOGAÇA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000636266,2020,88013,PORTO ALEGRE,13,VEREADOR,FÁBIO GUSTAVO FIGUEIRA DE DEUS,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000636261,2020,88013,PORTO ALEGRE,13,VEREADOR,WILLIAM MARTINEZ KOSBY,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA
210001250401,2020,88013,PORTO ALEGRE,13,VEREADOR,ESTER DA SILVA GARCIA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000763427,2020,88013,PORTO ALEGRE,13,VEREADOR,ALLAN WILLIAM COUTO MACHADO,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000763452,2020,88013,PORTO ALEGRE,13,VEREADOR,LEANDRO JOSE DE ALMEIDA BENINI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000729050,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO ROGERIO DA FONSECA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,PARDA
210000763468,2020,88013,PORTO ALEGRE,13,VEREADOR,SANDRO ALEX MACHADO DOS SANTOS,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA
210000636252,2020,88013,PORTO ALEGRE,13,VEREADOR,ORLANDO VIEIRA FURTADO FILHO,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA
210000841558,2020,88013,PORTO ALEGRE,13,VEREADOR,RICARDO FIGUEIRA BIDONE,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000668058,2020,88013,PORTO ALEGRE,13,VEREADOR,ROGÉRIO RODRIGUES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001055967,2020,88013,PORTO ALEGRE,13,VEREADOR,ROSA MARIA DE ARRUDA,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,PARDA
210000981106,2020,88013,PORTO ALEGRE,13,VEREADOR,RODRIGO NUNES ZANINI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000729119,2020,88013,PORTO ALEGRE,13,VEREADOR,PABLO FRAGA MENDES RIBEIRO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000668019,2020,88013,PORTO ALEGRE,13,VEREADOR,LUIZ CARLOS PASA BARROSO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000652172,2020,88013,PORTO ALEGRE,13,VEREADOR,ERNANI GLORIO MARCHIORETTO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210001052258,2020,88013,PORTO ALEGRE,13,VEREADOR,MATHEUS DA LUZ XAVIER,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000652179,2020,88013,PORTO ALEGRE,13,VEREADOR,RUDIARMIM STRANBUSKI CALDEIRA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001055972,2020,88013,PORTO ALEGRE,13,VEREADOR,MARCELO BRAGA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000729039,2020,88013,PORTO ALEGRE,13,VEREADOR,EVANDRO LEONAN BATISTA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001052251,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO DE TARSO GASPAR PINHEIRO MACHADO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766208,2020,88013,PORTO ALEGRE,13,VEREADOR,CINCINATO FERNANDES NETO,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766215,2020,88013,PORTO ALEGRE,13,VEREADOR,NERCI HASSE,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000766225,2020,88013,PORTO ALEGRE,13,VEREADOR,RODRIGO GERMANO ULZEFER,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000960991,2020,88013,PORTO ALEGRE,13,VEREADOR,ADELMO ANTONIO DE SOUZA,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA
210000763447,2020,88013,PORTO ALEGRE,13,VEREADOR,RAFAEL BERNARDO DE OLIVEIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000766246,2020,88013,PORTO ALEGRE,13,VEREADOR,SÉRGIO PANASUK,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000763460,2020,88013,PORTO ALEGRE,13,VEREADOR,BRUNO TELESCHKIN MENDES,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000763433,2020,88013,PORTO ALEGRE,13,VEREADOR,SILVIO ROBERTO STREIT JUNIOR,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000766252,2020,88013,PORTO ALEGRE,13,VEREADOR,CLEISON LUNARDELLI SESSEGOLO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000981676,2020,88013,PORTO ALEGRE,13,VEREADOR,REJANE MARIA CAMPOS DE OLIVEIRA,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000636258,2020,88013,PORTO ALEGRE,13,VEREADOR,MARGARET JAUQUIN ROTTMANN,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000845683,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSE PEDRO SILVA DA LUZ,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000766223,2020,88013,PORTO ALEGRE,13,VEREADOR,VILSON DANIEL LOPES DA SILVA WILGES,2,MASCULINO,8,SUPERIOR COMPLETO,3,PARDA
210000652175,2020,88013,PORTO ALEGRE,13,VEREADOR,CARLOS ROBERTO DE SOUZA ROBAINA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000841552,2020,88013,PORTO ALEGRE,13,VEREADOR,RENATA GABERT DE SOUZA,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000962669,2020,88013,PORTO ALEGRE,13,VEREADOR,HENRIQUE JERONIMO ARUSIEWICZ,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210001055979,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO RICARDO CARVALHO IBANES,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210001055971,2020,88013,PORTO ALEGRE,13,VEREADOR,GISELE GOMES FLORES,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210000981109,2020,88013,PORTO ALEGRE,13,VEREADOR,RITA CASSIANE RODRIGUES BARROS HOFFMANN,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000668013,2020,88013,PORTO ALEGRE,13,VEREADOR,ARMANDO MACARIO ABEL,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210001250397,2020,88013,PORTO ALEGRE,13,VEREADOR,DELANO LIMA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000962336,2020,88013,PORTO ALEGRE,13,VEREADOR,CARLA BEATRIZ LOPES BRUM,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000668029,2020,88013,PORTO ALEGRE,13,VEREADOR,ROSANA METRANGOLO,4,FEMININO,8,SUPERIOR COMPLETO,1,BRANCA
210001052279,2020,88013,PORTO ALEGRE,13,VEREADOR,AMANCIO DOS SANTOS FERREIRA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210001055989,2020,88013,PORTO ALEGRE,13,VEREADOR,DANIEL NERI DOS SANTOS PERRONE,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000961030,2020,88013,PORTO ALEGRE,13,VEREADOR,FABIANO DA SILVA LEMES,2,MASCULINO,2,LÊ E ESCREVE,1,BRANCA
210000981670,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULA SILVA DOS SANTOS,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000636253,2020,88013,PORTO ALEGRE,13,VEREADOR,LUZIANE EILERT DE VASCONCELOS,4,FEMININO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000729376,2020,88013,PORTO ALEGRE,13,VEREADOR,CLAUDIO RENATO GUIMARÃES DA SILVA,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000845649,2020,88013,PORTO ALEGRE,13,VEREADOR,MARCELO SGARBOSSA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000636274,2020,88013,PORTO ALEGRE,13,VEREADOR,VICTOR SALGUEIRO DIAS BRAGA,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000729052,2020,88013,PORTO ALEGRE,13,VEREADOR,JOSÉ VALDEMAR DOS SANTOS MARTHA,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000763440,2020,88013,PORTO ALEGRE,13,VEREADOR,GIOVANE LUIZ DE LIMA JUNIOR,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000962337,2020,88013,PORTO ALEGRE,13,VEREADOR,CARLOS AUGUSTO DOS SANTOS GUESSI,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
210000763432,2020,88013,PORTO ALEGRE,13,VEREADOR,ELTON PINTO DE FRAGA,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000841592,2020,88013,PORTO ALEGRE,13,VEREADOR,RUGGERO CAVALLARI ROSSI,2,MASCULINO,8,SUPERIOR COMPLETO,1,BRANCA
210000763457,2020,88013,PORTO ALEGRE,13,VEREADOR,SILVANA ROCHA FALCAO,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,BRANCA
210000763453,2020,88013,PORTO ALEGRE,13,VEREADOR,PAULO CESAR DOS SANTOS BRUM,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,BRANCA
210000981677,2020,88013,PORTO ALEGRE,13,VEREADOR,NICHELLEN DA SILVA,4,FEMININO,5,ENSINO MÉDIO INCOMPLETO,1,BRANCA
210001183570,2020,88013,PORTO ALEGRE,13,VEREADOR,RODRIGO DI MARTINO,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,BRANCA
